"Lab.Maj","Cond","pH","TSS","TSS_flg","TDS","TDS_flg","Ca","Ca_flg","Mg","Mg_flg","Na","Na_flg","K","K_flg","CO3","CO3_flg","HCO3","HCO3_flg","Alkalinity","Alkalinity_flg","Cl","Cl_flg","SO4","SO4_flg","SiO2","SiO2_flg","Fe","Fe_flg"
"052566",472.00,7.60,21.00,,,,45.20,,13.90,,30.10,,2.14,,1.40,"<",138.00,,113.00,,18.80,,98.80,,5.60,,1.00,"<"
"052567",991.00,8.00,12.00,,,,85.40,,29.60,,90.00,,3.86,,1.40,"<",197.00,,162.00,,74.10,,250.00,,5.20,,1.00,"<"
"052568",,,,,,,57.60,,17.30,,43.00,,2.70,,,,,,,,34.00,,150.00,,16.40,,3.06,
"052569",462.00,8.00,4.00,,,,45.70,,13.40,,28.80,,2.07,,1.40,"<",139.00,,114.00,,19.40,,100.00,,5.40,,2.24,
"052570",,,,,,,78.60,,25.60,,81.50,,3.68,,,,,,,,68.10,,225.00,,16.30,,1.00,"<"
"052571",1018.00,8.00,4.00,,,,89.80,,30.20,,91.00,,3.95,,1.40,"<",192.00,,158.00,,73.10,,285.00,,5.20,,1.00,"<"
"052577",,,,,,,46.90,,16.20,,30.00,,3.03,,,,,,,,24.00,,117.00,,19.20,,1.00,"<"
"052578",456.00,7.50,2.00,"<",,,47.80,,14.90,,23.30,,3.17,,1.40,"<",161.00,,132.00,,17.60,,79.90,,6.50,,1.00,"<"
"052579",,,,,,,72.90,,22.70,,60.00,,3.91,,,,,,,,104.00,,207.00,,18.00,,1.00,"<"
"052580",475.00,7.80,4860.00,,,,54.90,,15.00,,21.10,,4.24,,1.40,"<",175.00,,143.00,,22.20,,68.90,,7.80,,3.15,
"052581",482.00,7.90,9.00,,,,45.20,,14.40,,31.40,,2.56,,1.40,"<",138.00,,113.00,,21.20,,111.00,,2.70,,1.00,"<"
"052582",461.00,8.50,9.00,,,,44.90,,13.50,,28.40,,2.09,,1.40,"<",139.00,,114.00,,18.20,,94.80,,3.30,,1.00,"<"
"052583",933.00,7.90,2.00,"<",,,87.40,,31.70,,83.50,,5.11,,1.40,"<",179.00,,146.00,,69.10,,292.00,,3.80,,1.00,"<"
"052584",1000.00,8.00,4.40,,,,94.50,,29.30,,92.00,,3.95,,1.40,"<",187.00,,154.00,,70.10,,319.00,,4.00,,1.00,"<"
"052585",737.00,8.20,2.00,,,,69.10,,22.10,,57.00,,3.26,,1.40,"<",159.00,,130.00,,42.00,,217.00,,3.50,,1.00,"<"
"052679",731.00,7.50,2.00,"<",,,65.80,,18.60,,56.50,,3.35,,1.40,"<",164.00,,134.00,,41.00,,175.00,,17.10,,1.00,"<"
"052680",709.00,7.80,2.00,"<",,,63.50,,20.50,,59.50,,3.42,,1.40,"<",155.00,,127.00,,39.00,,200.00,,15.70,,1.00,"<"
"052681",574.00,7.60,2.00,"<",,,54.50,,17.00,,39.00,,2.74,,1.40,"<",155.00,,127.00,,21.00,,127.00,,16.80,,1.00,"<"
"052682",700.00,7.70,2.00,"<",,,63.10,,20.10,,54.50,,3.21,,1.40,"<",162.00,,133.00,,39.00,,172.00,,16.60,,1.00,"<"
"052683",1002.00,7.50,2.00,,,,87.50,,26.80,,87.00,,4.07,,1.40,"<",193.00,,158.00,,70.10,,272.00,,18.10,,1.00,"<"
"052684",736.00,7.30,2.00,"<",,,61.30,,20.80,,57.50,,3.35,,1.40,"<",170.00,,139.00,,40.00,,152.00,,16.50,,1.00,"<"
"052932",696.00,7.60,2.00,"<",,,60.90,,20.20,,54.50,,3.33,,1.40,"<",154.00,,126.00,,38.00,,180.00,,13.40,,1.00,"<"
"052933",579.00,7.60,2.00,"<",,,55.00,,17.00,,39.50,,2.71,,1.40,"<",154.00,,126.00,,11.00,,150.00,,17.60,,1.00,"<"
"052934",701.00,7.70,2.00,,,,61.70,,17.90,,51.00,,3.16,,1.40,"<",164.00,,134.00,,34.00,,147.00,,18.00,,1.00,"<"
"052935",973.00,7.50,2.00,"<",,,85.90,,26.20,,83.50,,4.01,,1.40,"<",187.00,,154.00,,66.10,,247.00,,18.40,,1.00,"<"
"052936",759.00,7.60,2.00,"<",,,67.10,,21.40,,60.50,,3.42,,1.40,"<",167.00,,137.00,,40.00,,200.00,,16.50,,1.00,"<"
"052937",753.00,7.40,2.00,"<",,,66.30,,20.00,,60.00,,3.40,,1.40,"<",166.00,,136.00,,39.00,,170.00,,17.40,,1.00,"<"
"053201",725.00,7.80,2.00,"<",,,64.90,,19.60,,59.00,,3.49,,1.40,"<",154.00,,126.00,,47.10,,170.00,,13.80,,1.00,"<"
"053202",703.00,7.80,2.00,"<",,,63.20,,18.70,,56.50,,3.38,,1.40,"<",153.00,,126.00,,42.00,,175.00,,14.10,,1.00,"<"
"053203",671.00,7.80,2.00,"<",,,61.00,,18.00,,54.00,,3.23,,1.40,"<",152.00,,125.00,,38.00,,175.00,,15.50,,1.00,"<"
"053204",678.00,7.80,2.00,"<",,,61.70,,20.60,,53.50,,3.28,,1.40,"<",153.00,,126.00,,40.00,,175.00,,16.40,,1.00,"<"
"053205",929.00,7.50,2.00,"<",,,84.00,,23.50,,78.50,,3.99,,1.40,"<",183.00,,150.00,,67.10,,225.00,,15.80,,1.00,"<"
"053206",848.00,7.60,2.00,"<",,,76.40,,21.90,,71.50,,3.76,,1.40,"<",163.00,,134.00,,53.10,,232.00,,15.10,,1.00,"<"
"053207",611.00,7.80,2.00,"<",,,57.60,,16.20,,45.00,,2.90,,1.40,"<",150.00,,123.00,,30.00,,142.00,,15.60,,1.00,"<"
"053208",930.00,7.50,2.00,"<",,,83.80,,23.60,,79.50,,3.95,,1.40,"<",177.00,,145.00,,60.10,,242.00,,18.80,,1.00,"<"
"053209",997.00,7.50,2.00,,,,86.30,,25.30,,87.00,,4.18,,1.40,"<",189.00,,155.00,,76.10,,262.00,,17.70,,1.00,"<"
"053212",631.00,7.80,2.00,"<",,,62.90,,16.20,,45.50,,2.93,,1.40,"<",153.00,,126.00,,32.00,,152.00,,16.50,,1.00,"<"
"053213",970.00,7.60,2.00,"<",,,85.20,,24.50,,84.50,,3.90,,1.40,"<",183.00,,150.00,,63.10,,267.00,,17.10,,1.00,"<"
"053214",982.00,7.40,2.00,"<",,,87.10,,25.00,,87.50,,4.01,,1.40,"<",192.00,,158.00,,70.10,,267.00,,18.00,,1.00,"<"
"053215",553.00,7.80,2.00,"<",,,63.40,,12.10,,35.00,,2.91,,1.40,"<",143.00,,118.00,,10.00,,152.00,,14.20,,1.00,"<"
"053216",447.00,7.50,8.70,,,,65.80,,15.60,,41.40,,3.04,,1.40,"<",124.00,,102.00,,16.00,,178.00,,14.00,,1.00,"<"
"053217",944.00,7.40,10.00,,,,86.10,,23.30,,82.50,,3.87,,1.40,"<",183.00,,150.00,,56.10,,262.00,,18.70,,1.00,"<"
"053218",320.00,7.40,29.30,,,,93.80,,19.90,,48.60,,2.62,,1.40,"<",153.00,,126.00,,18.80,,255.00,,12.90,,2.58,
"053219",778.00,7.80,12.00,,,,89.60,,19.60,,50.50,,2.67,,1.40,"<",173.00,,142.00,,11.00,,250.00,,14.20,,3.68,
"053220",549.00,7.90,2.00,,,,69.10,,21.70,,40.50,,3.09,,1.40,"<",134.00,,110.00,,9.01,,232.00,,13.30,,1.00,"<"
"053221",642.00,7.70,9.30,,,,74.40,,14.90,,42.50,,2.87,,1.40,"<",153.00,,126.00,,11.00,,202.00,,16.60,,1.00,"<"
"053222",716.00,7.70,2.00,"<",,,69.90,,18.70,,55.50,,3.24,,1.40,"<",171.00,,140.00,,46.10,,172.00,,20.00,,1.00,"<"
"053223",966.00,7.70,2.00,"<",,,87.90,,26.10,,85.50,,3.81,,1.40,"<",190.00,,156.00,,63.10,,275.00,,16.50,,1.00,"<"
"053224",979.00,8.10,2.00,,,,87.90,,25.20,,87.50,,4.01,,1.40,"<",186.00,,153.00,,70.10,,272.00,,15.60,,1.00,"<"
"053225",738.00,7.90,2.00,"<",,,72.60,,19.40,,58.00,,3.25,,1.40,"<",163.00,,134.00,,40.00,,205.00,,15.20,,1.00,"<"
"053226",929.00,7.80,4.70,,,,84.60,,24.80,,79.00,,3.67,,1.40,"<",192.00,,158.00,,60.10,,252.00,,15.50,,1.00,"<"
"053227",1003.00,7.40,6.00,,,,84.60,,25.10,,91.00,,3.98,,1.40,"<",192.00,,158.00,,70.10,,265.00,,17.80,,1.00,"<"
"053228",813.00,7.90,2.00,"<",,,77.50,,20.60,,65.00,,3.50,,1.40,"<",164.00,,134.00,,45.00,,230.00,,17.00,,1.00,"<"
"053229",953.00,7.90,4.70,,,,84.90,,24.90,,84.00,,3.69,,1.40,"<",193.00,,158.00,,73.10,,230.00,,18.20,,1.00,"<"
"053232",822.00,7.90,2.00,"<",,,78.90,,21.40,,67.00,,3.61,,1.40,"<",177.00,,145.00,,48.10,,222.00,,15.40,,1.00,"<"
"053233",1000.00,7.80,8.00,,,,73.10,,21.90,,92.50,,3.76,,1.40,"<",196.00,,161.00,,72.10,,220.00,,16.40,,1.00,"<"
"053234",1171.00,7.80,16.00,,,,92.30,,27.10,,104.00,,4.05,,1.40,"<",232.00,,190.00,,90.10,,267.00,,19.50,,1.73,
"053235",1203.00,7.70,24.00,,,,100.00,,32.90,,112.00,,4.19,,1.40,"<",231.00,,190.00,,100.10,,302.00,,18.70,,1.00,"<"
"053236",488.00,7.60,256.00,,,,51.00,,14.80,,26.20,,2.80,,1.40,"<",166.00,,136.00,,21.40,,89.40,,33.80,,8.39,
"053239",532.00,7.70,2.00,"<",,,54.90,,15.40,,35.00,,3.03,,1.40,"<",175.00,,143.00,,27.00,,105.00,,20.20,,1.00,"<"
"053240",513.00,7.70,4.70,,,,53.40,,15.10,,31.50,,3.06,,1.40,"<",149.00,,122.00,,20.00,,120.00,,22.90,,1.00,"<"
"053241",813.00,7.30,2.70,,,,78.90,,21.70,,63.50,,3.98,,1.40,"<",212.00,,174.00,,52.10,,177.00,,23.40,,3.93,
"060116",648.00,7.80,2.70,,,,62.00,,17.20,,54.50,,3.09,,1.40,"<",152.00,,125.00,,45.00,,162.00,,13.60,,1.00,"<"
"060117",655.00,7.80,2.00,"<",,,62.20,,17.40,,53.00,,3.15,,1.40,"<",149.00,,122.00,,38.00,,157.00,,13.20,,1.00,"<"
"060118",958.00,7.40,2.00,"<",,,91.20,,24.60,,84.50,,4.06,,1.40,"<",190.00,,156.00,,62.10,,255.00,,16.30,,1.00,"<"
"060119",983.00,7.40,2.00,"<",,,93.30,,25.30,,90.00,,4.16,,1.40,"<",182.00,,150.00,,70.10,,275.00,,17.20,,1.00,"<"
"060120",722.00,7.60,2.00,"<",,,74.30,,20.00,,63.00,,3.36,,1.40,"<",163.00,,134.00,,50.10,,205.00,,16.60,,1.00,"<"
"060121",732.00,7.60,2.00,"<",,,71.60,,19.30,,61.50,,3.40,,1.40,"<",162.00,,133.00,,40.00,,212.00,,16.20,,1.00,"<"
"060444",665.00,8.00,2.00,"<",,,61.20,,17.10,,51.50,,2.94,,1.40,"<",156.00,,128.00,,20.00,,175.00,,11.90,,1.00,"<"
"060445",824.00,7.80,2.00,"<",,,95.50,,11.50,,39.00,,2.08,,1.40,"<",173.00,,142.00,,60.10,,150.00,,6.70,,1.00,"<"
"060446",950.00,7.50,2.00,"<",,,84.10,,23.60,,83.00,,3.91,,1.40,"<",183.00,,150.00,,80.10,,250.00,,13.40,,1.00,"<"
"060447",990.00,7.60,4.00,,,,89.70,,24.80,,87.00,,3.92,,1.40,"<",194.00,,159.00,,70.10,,275.00,,13.60,,1.00,"<"
"060448",758.00,7.80,2.00,"<",,,68.60,,19.30,,62.00,,3.47,,1.40,"<",161.00,,132.00,,50.10,,200.00,,11.60,,1.00,"<"
"060449",763.00,7.80,2.00,"<",,,69.10,,19.60,,62.50,,3.24,,1.40,"<",168.00,,138.00,,40.00,,200.00,,11.60,,1.00,"<"
"060803",918.00,7.60,2.00,"<",,,76.40,,20.50,,78.00,,3.85,,1.40,"<",179.00,,146.00,,58.70,,196.00,,17.10,,1.00,"<"
"060804",624.00,7.80,2.00,"<",,,64.20,,14.20,,43.50,,2.93,,1.40,"<",148.00,,122.00,,19.50,,154.00,,15.30,,1.00,"<"
"060805",924.00,7.60,7.50,,,,80.90,,22.90,,78.50,,3.68,,1.40,"<",184.00,,151.00,,54.20,,213.00,,19.20,,1.00,"<"
"060806",596.00,7.80,2.00,"<",,,67.40,,13.00,,38.50,,2.88,,1.40,"<",144.00,,118.00,,13.20,,153.00,,14.20,,1.00,"<"
"060807",628.00,7.80,3.00,,,,65.10,,14.00,,42.00,,2.92,,1.40,"<",149.00,,122.00,,13.40,,159.00,,13.30,,1.00,"<"
"060808",790.00,7.50,79.00,,,,79.10,,19.00,,60.50,,2.89,,1.40,"<",154.00,,126.00,,19.10,,238.00,,8.00,,1.00,"<"
"060809",940.00,7.80,353.30,,,,70.00,,22.10,,84.00,,3.50,,1.40,"<",203.00,,166.00,,65.70,,182.00,,21.50,,1.41,
"060810",868.00,7.80,6.50,,,,75.70,,22.20,,76.00,,3.61,,1.40,"<",183.00,,150.00,,59.10,,203.00,,18.10,,1.00,"<"
"060811",925.00,7.80,218.00,,,,74.70,,23.70,,87.00,,3.74,,1.40,"<",192.00,,158.00,,69.90,,199.00,,16.00,,1.00,"<"
"060812",785.00,7.90,2.00,"<",,,68.10,,20.00,,64.00,,3.38,,1.40,"<",166.00,,136.00,,44.20,,174.00,,17.10,,1.00,"<"
"060813",938.00,7.70,2.00,"<",,,74.90,,24.10,,84.00,,3.61,,1.40,"<",198.00,,162.00,,64.10,,195.00,,14.10,,1.00,"<"
"060814",733.00,7.90,2.00,"<",,,64.00,,18.50,,57.50,,3.28,,1.40,"<",169.00,,138.00,,35.30,,154.00,,17.70,,1.00,"<"
"060815",907.00,7.90,4.50,,,,72.90,,23.20,,79.50,,3.62,,1.40,"<",188.00,,154.00,,60.00,,191.00,,15.40,,1.00,"<"
"060818",577.00,7.60,2.00,"<",,,56.40,,16.00,,38.50,,3.06,,1.40,"<",175.00,,143.00,,28.40,,116.00,,22.30,,1.00,"<"
"060819",847.00,7.60,2.00,"<",,,77.10,,21.50,,70.00,,3.63,,1.40,"<",183.00,,150.00,,52.20,,202.00,,20.40,,1.00,"<"
"060820",474.00,7.70,20.00,,,,47.10,,15.80,,23.60,,2.48,,1.40,"<",182.00,,149.00,,20.70,,65.40,,39.40,,1.05,
"060821",699.00,7.90,2.00,"<",,,65.10,,17.70,,55.50,,3.06,,1.40,"<",161.00,,132.00,,35.30,,162.00,,16.10,,1.00,"<"
"060824",902.00,7.90,2.00,,,,74.30,,21.60,,76.00,,3.38,,1.40,"<",194.00,,159.00,,57.40,,186.00,,15.80,,1.00,"<"
"060826",687.00,7.90,2.00,"<",,,63.20,,17.30,,55.00,,3.11,,1.40,"<",179.00,,146.00,,34.10,,154.00,,15.70,,1.00,"<"
"060827",904.00,7.60,2.00,"<",,,78.40,,23.00,,79.00,,3.64,,1.40,"<",192.00,,158.00,,61.20,,205.00,,16.10,,1.00,"<"
"060830",691.00,7.70,2.00,"<",,,62.60,,17.50,,55.00,,3.15,,1.40,"<",168.00,,138.00,,35.30,,153.00,,15.90,,1.00,"<"
"060831",991.00,7.50,2.00,"<",,,87.80,,24.30,,87.00,,4.18,,1.40,"<",185.00,,152.00,,67.60,,247.00,,18.30,,1.00,"<"
"060833",731.00,7.60,2.00,"<",,,60.00,,18.40,,58.50,,3.32,,1.40,"<",164.00,,134.00,,37.70,,158.00,,16.10,,1.00,"<"
"060834",959.00,7.50,2.00,"<",,,79.80,,24.00,,84.50,,3.99,,1.40,"<",184.00,,151.00,,60.50,,225.00,,18.00,,1.00,"<"
"060835",1002.00,7.40,2.00,"<",,,89.40,,24.70,,89.00,,4.25,,1.40,"<",191.00,,157.00,,66.00,,241.00,,18.40,,1.00,"<"
"060836",876.00,7.60,2.00,"<",,,78.30,,22.00,,76.00,,3.70,,1.40,"<",176.00,,144.00,,53.60,,208.00,,15.20,,1.00,"<"
"061241",715.00,7.60,2.00,"<",,,56.80,,18.40,,56.50,,2.96,,1.40,"<",160.00,,131.00,,34.80,,153.00,,14.80,,1.00,"<"
"061242",887.00,7.60,2.00,"<",,,76.10,,22.10,,74.00,,3.32,,1.40,"<",181.00,,148.00,,58.90,,217.00,,15.00,,1.00,"<"
"061243",974.00,7.50,2.00,"<",,,78.90,,19.10,,79.00,,3.62,,1.40,"<",189.00,,155.00,,54.00,,198.00,,15.50,,1.00,"<"
"061244",995.00,7.40,2.00,"<",,,86.00,,24.10,,85.50,,3.78,,1.40,"<",187.00,,154.00,,70.90,,265.00,,16.40,,1.00,"<"
"061245",868.00,7.60,2.00,"<",,,74.70,,21.90,,72.00,,3.35,,1.40,"<",173.00,,142.00,,58.40,,222.00,,14.20,,1.00,"<"
"061246",872.00,7.70,2.00,"<",,,75.10,,21.70,,72.00,,3.32,,1.40,"<",173.00,,142.00,,55.00,,193.00,,14.30,,1.00,"<"
"061394",726.00,8.10,3.00,,,,62.70,,18.70,,57.50,,2.99,,1.40,"<",163.00,,134.00,,37.00,,166.00,,12.50,,1.00,"<"
"061395",807.00,7.70,2.00,"<",,,70.20,,20.10,,64.50,,3.12,,1.40,"<",173.00,,142.00,,48.40,,202.00,,14.30,,1.00,"<"
"061396",998.00,7.40,2.00,"<",,,76.70,,19.60,,75.00,,2.74,,1.40,"<",187.00,,154.00,,52.10,,196.00,,14.40,,1.00,"<"
"061397",827.00,7.60,2.00,"<",,,71.70,,20.70,,66.50,,3.22,,1.40,"<",173.00,,142.00,,52.70,,200.00,,14.00,,1.00,"<"
"061398",827.00,7.80,2.00,"<",,,72.30,,20.60,,61.50,,3.18,,1.40,"<",168.00,,138.00,,53.50,,168.00,,14.10,,1.00,"<"
"061604",724.00,8.10,2.00,"<",,,65.10,,18.30,,57.00,,3.23,,1.40,"<",156.00,,128.00,,42.00,,181.00,,4.50,,1.00,"<"
"061605",767.00,7.80,2.00,"<",,,71.30,,18.90,,59.50,,3.19,,1.40,"<",169.00,,138.00,,46.10,,189.00,,7.10,,1.00,"<"
"061606",1001.00,7.50,2.00,"<",,,101.00,,24.20,,85.00,,3.97,,1.40,"<",186.00,,153.00,,71.20,,261.00,,7.60,,1.00,"<"
"061607",712.00,8.20,2.00,"<",,,65.70,,18.10,,56.50,,3.13,,1.40,"<",154.00,,126.00,,41.20,,180.00,,7.20,,1.00,"<"
"061608",736.00,7.90,2.00,,,,66.80,,18.20,,56.50,,3.12,,1.40,"<",162.00,,133.00,,41.60,,181.00,,6.20,,3.13,
"061609",983.00,7.20,2.00,"<",,,84.40,,23.80,,85.00,,4.00,,1.40,"<",187.00,,154.00,,70.40,,256.00,,5.80,,1.00,"<"
"061610",669.00,7.40,3.00,,,,62.30,,17.40,,51.00,,2.90,,1.40,"<",159.00,,130.00,,38.50,,158.00,,5.00,,7.24,
"061611",696.00,7.90,2.00,"<",,,61.80,,17.70,,54.00,,2.90,,1.40,"<",162.00,,133.00,,41.70,,160.00,,7.10,,1.00,"<"
"061612",911.00,7.80,2.00,"<",,,77.40,,22.50,,77.00,,3.46,,1.40,"<",183.00,,150.00,,65.90,,223.00,,5.90,,1.00,"<"
"061613",642.00,8.30,2.00,"<",,,64.30,,14.90,,44.00,,2.81,,1.40,"<",137.00,,112.00,,20.30,,188.00,,3.70,,1.31,
"061614",873.00,7.50,2.00,"<",,,80.10,,21.00,,71.00,,3.39,,1.40,"<",184.00,,151.00,,54.80,,226.00,,6.10,,1.00,"<"
"061616",320.00,7.80,20.00,,,,35.60,,6.30,,15.60,,1.48,,1.40,"<",97.60,,80.00,,5.63,,73.80,,5.60,,1.16,
"061617",687.00,7.40,6.70,,,,77.20,,15.50,,46.00,,2.90,,1.40,"<",163.00,,134.00,,17.50,,200.00,,5.60,,1.00,"<"
"061620",320.00,7.70,2706.00,,,,33.70,,6.10,,16.80,,1.78,,1.40,"<",153.00,,126.00,,5.31,,61.90,,7.40,,72.13,
"061621",472.00,7.70,1008.00,,,,38.80,,11.20,,31.80,,1.73,,1.40,"<",79.10,,64.80,,22.40,,95.80,,8.00,,45.46,
"061622",478.00,7.70,462.00,,,,41.80,,12.30,,32.10,,1.88,,1.40,"<",130.00,,106.00,,24.20,,102.00,,6.90,,4.54,
"061623",461.00,7.70,104.00,,,,40.50,,11.60,,30.60,,1.75,,1.40,"<",124.00,,102.00,,21.90,,98.50,,7.00,,6.04,
"061624",463.00,7.70,193.00,,,,39.10,,11.30,,30.90,,1.75,,1.40,"<",126.00,,103.00,,22.40,,100.00,,7.10,,8.09,
"061625",468.00,8.40,6.00,,,,39.90,,12.10,,31.40,,1.90,,4.80,,124.00,,102.00,,23.60,,96.80,,7.40,,1.00,"<"
"061626",415.00,7.70,16.00,,,,43.90,,10.70,,26.10,,1.64,,1.40,"<",115.00,,94.40,,17.60,,84.10,,7.00,,16.35,
"061627",885.00,7.70,2.00,,,,70.10,,21.90,,77.50,,3.50,,1.40,"<",185.00,,152.00,,64.10,,214.00,,6.80,,1.00,"<"
"061630",523.00,8.40,2.00,,,,45.30,,13.70,,36.50,,2.18,,6.70,,136.00,,111.00,,29.10,,110.00,,4.50,,1.00,"<"
"061631",483.00,7.60,2.00,"<",,,42.20,,13.00,,32.60,,1.97,,1.40,"<",82.00,,67.20,,24.60,,99.20,,7.00,,2.33,
"061632",501.00,7.60,2.00,"<",,,42.60,,12.70,,33.50,,2.05,,1.40,"<",142.00,,116.00,,26.40,,102.00,,7.00,,4.79,
"061633",889.00,7.80,2.00,"<",,,70.50,,22.00,,75.50,,3.42,,1.40,"<",175.00,,143.00,,64.60,,216.00,,4.30,,1.00,"<"
"061634",578.00,8.10,83.00,,,,49.70,,18.10,,31.00,,3.38,,1.40,"<",194.00,,159.00,,36.40,,86.20,,11.60,,1.00,"<"
"061635",597.00,8.40,2.00,"<",,,48.90,,16.70,,42.50,,3.06,,1.40,"<",158.00,,130.00,,33.50,,133.00,,5.90,,5.12,
"061636",734.00,8.20,2.00,"<",,,59.80,,18.40,,57.50,,3.17,,1.40,"<",166.00,,136.00,,43.30,,181.00,,4.40,,1.00,"<"
"061637",805.00,7.60,2.00,"<",,,68.50,,20.10,,63.00,,3.38,,1.40,"<",183.00,,150.00,,49.90,,196.00,,7.40,,1.00,"<"
"061641",592.00,8.20,2.00,,,,48.80,,15.40,,44.00,,2.59,,1.40,"<",122.00,,100.00,,34.50,,128.00,,4.60,,1.37,
"061642",553.00,7.70,2.00,"<",,,46.00,,14.40,,39.50,,2.32,,1.40,"<",174.00,,142.00,,31.30,,116.00,,6.30,,1.14,
"061643",810.00,7.80,2.00,"<",,,67.00,,19.90,,66.00,,3.33,,1.40,"<",166.00,,136.00,,52.40,,201.00,,5.80,,1.00,"<"
"061646",902.00,7.80,2.00,"<",,,71.60,,22.30,,77.00,,3.58,,1.40,"<",179.00,,146.00,,66.00,,221.00,,4.30,,1.00,"<"
"061647",778.00,7.70,2.00,"<",,,63.60,,19.00,,61.30,,3.25,,1.40,"<",172.00,,141.00,,47.40,,196.00,,5.50,,1.00,"<"
"061648",777.00,7.80,2.00,"<",,,64.10,,18.90,,61.50,,3.35,,1.40,"<",161.00,,132.00,,46.70,,194.00,,5.30,,1.00,"<"
"062200",764.00,8.10,2.00,"<",,,62.00,,19.30,,68.00,,2.90,,1.40,"<",173.00,,142.00,,45.00,,183.00,,5.90,,1.00,"<"
"062201",718.00,8.60,2.00,,,,55.90,,18.70,,61.50,,2.92,,1.40,"<",149.00,,122.00,,41.50,,176.00,,5.50,,1.00,"<"
"062202",704.00,8.60,2.00,"<",,,54.70,,18.30,,64.50,,2.86,,1.40,"<",153.00,,126.00,,40.20,,172.00,,5.50,,1.00,"<"
"062203",753.00,8.20,2.00,"<",,,61.70,,19.00,,63.50,,2.82,,1.40,"<",165.00,,135.00,,43.50,,180.00,,6.40,,1.00,"<"
"062204",988.00,7.80,2.00,"<",,,79.00,,24.60,,87.00,,3.59,,1.40,"<",184.00,,151.00,,68.80,,251.00,,7.20,,1.00,"<"
"062205",758.00,8.20,2.00,"<",,,61.20,,19.00,,68.00,,2.86,,1.40,"<",169.00,,138.00,,44.10,,182.00,,6.30,,1.00,"<"
"062206",722.00,8.60,5.00,,,,52.90,,19.10,,67.50,,3.06,,1.40,"<",149.00,,122.00,,42.20,,180.00,,5.30,,1.00,"<"
"062207",631.00,8.40,2.00,"<",,,46.80,,16.20,,56.00,,2.53,,1.40,"<",147.00,,121.00,,34.70,,142.00,,6.50,,1.00,"<"
"062208",772.00,8.10,2.00,"<",,,60.80,,19.20,,68.50,,2.91,,1.40,"<",169.00,,138.00,,45.00,,185.00,,6.80,,1.00,"<"
"062209",962.00,7.70,2.00,"<",,,76.30,,23.90,,85.00,,3.53,,1.40,"<",182.00,,149.00,,66.70,,242.00,,6.90,,1.00,"<"
"062210",785.00,8.00,2.00,"<",,,63.60,,19.80,,71.50,,3.05,,1.40,"<",172.00,,141.00,,47.10,,191.00,,6.10,,1.00,"<"
"062211",768.00,8.20,2.00,"<",,,62.10,,19.30,,64.50,,3.03,,1.40,"<",168.00,,138.00,,44.90,,185.00,,5.90,,1.00,"<"
"062877",830.00,7.60,6.70,,,,70.60,,23.60,,66.50,,3.61,,1.40,"<",179.00,,148.00,,46.10,,188.00,,5.60,,1.00,"<"
"062878",825.00,7.50,6.00,,,,70.70,,23.10,,61.00,,3.45,,1.40,"<",179.00,,148.00,,44.90,,188.00,,5.70,,1.00,"<"
"062879",673.00,7.80,2.00,"<",,,53.40,,20.40,,48.00,,3.05,,1.40,"<",150.00,,125.00,,34.10,,146.00,,4.90,,1.00,"<"
"062880",741.00,7.40,4.70,,,,59.30,,21.20,,51.50,,3.27,,1.40,"<",163.00,,135.00,,36.60,,166.00,,4.90,,1.00,"<"
"062881",733.00,7.50,0.70,,,,63.70,,21.10,,48.50,,3.08,,1.40,"<",166.00,,138.00,,36.40,,167.00,,6.10,,1.00,"<"
"062882",947.00,7.30,7.30,,,,80.00,,26.40,,70.50,,3.89,,1.40,"<",190.00,,158.00,,59.30,,223.00,,5.80,,1.00,"<"
"062883",604.00,7.80,2.00,"<",,,49.20,,18.50,,39.00,,2.52,,1.40,"<",145.00,,121.00,,29.40,,127.00,,5.10,,1.00,"<"
"062884",613.00,7.30,2.00,"<",,,52.20,,18.40,,34.50,,2.47,,1.40,"<",153.00,,127.00,,30.90,,125.00,,4.60,,1.00,"<"
"062885",958.00,7.20,6.70,,,,74.30,,26.80,,69.00,,3.72,,1.40,"<",193.00,,160.00,,60.80,,227.00,,6.80,,1.00,"<"
"062886",540.00,7.60,2.70,,,,46.90,,15.70,,34.50,,2.26,,1.40,"<",144.00,,120.00,,24.10,,109.00,,5.40,,1.00,"<"
"062887",566.00,7.20,2.00,"<",,,50.40,,16.60,,40.00,,2.38,,1.40,"<",144.00,,120.00,,25.10,,117.00,,8.80,,1.00,"<"
"062888",866.00,7.40,24.00,,,,70.50,,23.90,,73.00,,3.56,,1.40,"<",183.00,,152.00,,53.30,,197.00,,6.90,,1.00,"<"
"062889",872.00,7.30,48.00,,,,74.10,,24.20,,73.00,,3.48,,1.40,"<",196.00,,162.00,,54.30,,200.00,,6.20,,1.00,"<"
"062890",804.00,7.10,2980.00,,,,75.30,,17.30,,66.00,,3.69,,1.40,"<",198.00,,164.00,,37.10,,189.00,,7.70,,1.00,"<"
"062891",492.00,7.40,627.00,,,,48.60,,8.10,,42.00,,2.78,,1.40,"<",129.00,,107.00,,8.10,,121.00,,6.60,,1.77,
"062892",592.00,7.80,3.30,,,,58.30,,12.00,,46.00,,3.24,,1.40,"<",137.00,,114.00,,11.40,,157.00,,6.20,,1.00,"<"
